entidad,edad_original,edad,sexo,poblacion
Nuevo León,56 Años,56,Mujeres,27839
Nuevo León,57 Años,57,Hombres,23339
Nuevo León,57 Años,57,Mujeres,24391
Nuevo León,58 Años,58,Hombres,24238
Nuevo León,58 Años,58,Mujeres,25948
Nuevo León,59 Años,59,Hombres,22899
Nuevo León,59 Años,59,Mujeres,24140
Nuevo León,60 Años,60,Hombres,28043
Nuevo León,60 Años,60,Mujeres,30415
Nuevo León,61 Años,61,Hombres,17258
Nuevo León,61 Años,61,Mujeres,19220
Nuevo León,62 Años,62,Hombres,21495
Nuevo León,62 Años,62,Mujeres,23328
Nuevo León,63 Años,63,Hombres,19604
Nuevo León,63 Años,63,Mujeres,21340
Nuevo León,64 Años,64,Hombres,17297
Nuevo León,64 Años,64,Mujeres,19238
Nuevo León,65 Años,65,Hombres,19055
Nuevo León,65 Años,65,Mujeres,21190
Nuevo León,66 Años,66,Hombres,13192
Nuevo León,66 Años,66,Mujeres,15065
Nuevo León,67 Años,67,Hombres,13611
Nuevo León,67 Años,67,Mujeres,14797
Nuevo León,68 Años,68,Hombres,15202
Nuevo León,68 Años,68,Mujeres,17425
Nuevo León,69 Años,69,Hombres,11706
Nuevo León,69 Años,69,Mujeres,13165
Nuevo León,70 Años,70,Hombres,13813
Nuevo León,70 Años,70,Mujeres,16003
Nuevo León,71 Años,71,Hombres,9190
Nuevo León,71 Años,71,Mujeres,10577
Nuevo León,72 Años,72,Hombres,11811
Nuevo León,72 Años,72,Mujeres,13383
Nuevo León,73 Años,73,Hombres,9681
Nuevo León,73 Años,73,Mujeres,11383
Nuevo León,74 Años,74,Hombres,9145
Nuevo León,74 Años,74,Mujeres,10836
Nuevo León,75 Años,75,Hombres,9065
Nuevo León,75 Años,75,Mujeres,10697
Nuevo León,76 Años,76,Hombres,7373
Nuevo León,76 Años,76,Mujeres,8945
Nuevo León,77 Años,77,Hombres,6406
Nuevo León,77 Años,77,Mujeres,7633
Nuevo León,78 Años,78,Hombres,7030
Nuevo León,78 Años,78,Mujeres,7999
Nuevo León,79 Años,79,Hombres,5649
Nuevo León,79 Años,79,Mujeres,6530
Nuevo León,80 Años,80,Hombres,6324
Nuevo León,80 Años,80,Mujeres,8075
Nuevo León,81 Años,81,Hombres,3788
Nuevo León,81 Años,81,Mujeres,4659
Nuevo León,82 Años,82,Hombres,4319
Nuevo León,82 Años,82,Mujeres,5507
Nuevo León,83 Años,83,Hombres,4131
Nuevo León,83 Años,83,Mujeres,5202
Nuevo León,84 Años,84,Hombres,3507
Nuevo León,84 Años,84,Mujeres,4838
Nuevo León,85 Años,85,Hombres,3141
Nuevo León,85 Años,85,Mujeres,4359
Nuevo León,86 Años,86,Hombres,2411
Nuevo León,86 Años,86,Mujeres,3396
Nuevo León,87 Años,87,Hombres,1884
Nuevo León,87 Años,87,Mujeres,2607
Nuevo León,88 Años,88,Hombres,1500
Nuevo León,88 Años,88,Mujeres,2298
Nuevo León,89 Años,89,Hombres,1364
Nuevo León,89 Años,89,Mujeres,2063
Nuevo León,90 Años,90,Hombres,1388
Nuevo León,90 Años,90,Mujeres,2110
Nuevo León,91 Años,91,Hombres,672
Nuevo León,91 Años,91,Mujeres,1195
Nuevo León,92 Años,92,Hombres,815
Nuevo León,92 Años,92,Mujeres,1283
Nuevo León,93 Años,93,Hombres,617
Nuevo León,93 Años,93,Mujeres,1017
Nuevo León,94 Años,94,Hombres,411
Nuevo León,94 Años,94,Mujeres,857
Nuevo León,95 Años,95,Hombres,396
Nuevo León,95 Años,95,Mujeres,695
Nuevo León,96 Años,96,Hombres,285
Nuevo León,96 Años,96,Mujeres,429
Nuevo León,97 Años,97,Hombres,186
Nuevo León,97 Años,97,Mujeres,357
Nuevo León,98 Años,98,Hombres,162
Nuevo León,98 Años,98,Mujeres,262
Nuevo León,99 Años,99,Hombres,104
Nuevo León,99 Años,99,Mujeres,221
Nuevo León,100 años y más,100,Hombres,116
Nuevo León,100 años y más,100,Mujeres,304
Nuevo León,No especificado,NA,Hombres,9049
Nuevo León,No especificado,NA,Mujeres,9083
Oaxaca,0 Años,0,Hombres,33507
Oaxaca,0 Años,0,Mujeres,32719
Oaxaca,1 Año,1,Hombres,34320
Oaxaca,1 Año,1,Mujeres,34076
Oaxaca,2 Años,2,Hombres,35912
Oaxaca,2 Años,2,Mujeres,34926
Oaxaca,3 Años,3,Hombres,37090
Oaxaca,3 Años,3,Mujeres,37005
Oaxaca,4 Años,4,Hombres,40474
Oaxaca,4 Años,4,Mujeres,39824
Oaxaca,5 Años,5,Hombres,40589
Oaxaca,5 Años,5,Mujeres,39668
Oaxaca,6 Años,6,Hombres,36675
Oaxaca,6 Años,6,Mujeres,36939
Oaxaca,7 Años,7,Hombres,39004
Oaxaca,7 Años,7,Mujeres,38041
Oaxaca,8 Años,8,Hombres,41029
Oaxaca,8 Años,8,Mujeres,39874
Oaxaca,9 Años,9,Hombres,38204
Oaxaca,9 Años,9,Mujeres,38736
Oaxaca,10 Años,10,Hombres,42204
Oaxaca,10 Años,10,Mujeres,40679
Oaxaca,11 Años,11,Hombres,38219
Oaxaca,11 Años,11,Mujeres,37871
Oaxaca,12 Años,12,Hombres,41415
Oaxaca,12 Años,12,Mujeres,40111
Oaxaca,13 Años,13,Hombres,40102
Oaxaca,13 Años,13,Mujeres,39120
Oaxaca,14 Años,14,Hombres,39646
Oaxaca,14 Años,14,Mujeres,38995
Oaxaca,15 Años,15,Hombres,39213
Oaxaca,15 Años,15,Mujeres,39132
Oaxaca,16 Años,16,Hombres,36310
Oaxaca,16 Años,16,Mujeres,36147
Oaxaca,17 Años,17,Hombres,37692
Oaxaca,17 Años,17,Mujeres,37447
Oaxaca,18 Años,18,Hombres,36724
Oaxaca,18 Años,18,Mujeres,36127
Oaxaca,19 Años,19,Hombres,29034
Oaxaca,19 Años,19,Mujeres,30882
Oaxaca,20 Años,20,Hombres,33109
Oaxaca,20 Años,20,Mujeres,35778
Oaxaca,21 Años,21,Hombres,25561
Oaxaca,21 Años,21,Mujeres,28262
Oaxaca,22 Años,22,Hombres,30359
Oaxaca,22 Años,22,Mujeres,32915
Oaxaca,23 Años,23,Hombres,29177
Oaxaca,23 Años,23,Mujeres,32570
Oaxaca,24 Años,24,Hombres,28931
Oaxaca,24 Años,24,Mujeres,33645
Oaxaca,25 Años,25,Hombres,30811
Oaxaca,25 Años,25,Mujeres,35622
Oaxaca,26 Años,26,Hombres,27530
Oaxaca,26 Años,26,Mujeres,32977
Oaxaca,27 Años,27,Hombres,27830
Oaxaca,27 Años,27,Mujeres,32506
Oaxaca,28 Años,28,Hombres,28903
Oaxaca,28 Años,28,Mujeres,33426
Oaxaca,29 Años,29,Hombres,26307
Oaxaca,29 Años,29,Mujeres,31212
Oaxaca,30 Años,30,Hombres,34268
Oaxaca,30 Años,30,Mujeres,39476
Oaxaca,31 Años,31,Hombres,20757
Oaxaca,31 Años,31,Mujeres,25002
Oaxaca,32 Años,32,Hombres,28073
Oaxaca,32 Años,32,Mujeres,33019
Oaxaca,33 Años,33,Hombres,25127
Oaxaca,33 Años,33,Mujeres,29989
Oaxaca,34 Años,34,Hombres,24699
Oaxaca,34 Años,34,Mujeres,28869
Oaxaca,35 Años,35,Hombres,27780
Oaxaca,35 Años,35,Mujeres,32530
Oaxaca,36 Años,36,Hombres,25459
Oaxaca,36 Años,36,Mujeres,29658
Oaxaca,37 Años,37,Hombres,22612
Oaxaca,37 Años,37,Mujeres,26550
Oaxaca,38 Años,38,Hombres,28084
Oaxaca,38 Años,38,Mujeres,32078
Oaxaca,39 Años,39,Hombres,23962
Oaxaca,39 Años,39,Mujeres,27783
Oaxaca,40 Años,40,Hombres,32297
Oaxaca,40 Años,40,Mujeres,37018
Oaxaca,41 Años,41,Hombres,18117
Oaxaca,41 Años,41,Mujeres,21070
Oaxaca,42 Años,42,Hombres,27175
Oaxaca,42 Años,42,Mujeres,31020
Oaxaca,43 Años,43,Hombres,22390
Oaxaca,43 Años,43,Mujeres,26205
Oaxaca,44 Años,44,Hombres,20405
Oaxaca,44 Años,44,Mujeres,23781
Oaxaca,45 Años,45,Hombres,25406
Oaxaca,45 Años,45,Mujeres,29275
Oaxaca,46 Años,46,Hombres,20185
Oaxaca,46 Años,46,Mujeres,23510
Oaxaca,47 Años,47,Hombres,20543
Oaxaca,47 Años,47,Mujeres,23355
Oaxaca,48 Años,48,Hombres,22321
Oaxaca,48 Años,48,Mujeres,25809
Oaxaca,49 Años,49,Hombres,20283
Oaxaca,49 Años,49,Mujeres,23284
Oaxaca,50 Años,50,Hombres,25675
Oaxaca,50 Años,50,Mujeres,29327
Oaxaca,51 Años,51,Hombres,14701
Oaxaca,51 Años,51,Mujeres,17356
Oaxaca,52 Años,52,Hombres,20408
Oaxaca,52 Años,52,Mujeres,23659
Oaxaca,53 Años,53,Hombres,18019
Oaxaca,53 Años,53,Mujeres,21316
Oaxaca,54 Años,54,Hombres,18059
Oaxaca,54 Años,54,Mujeres,21918
Oaxaca,55 Años,55,Hombres,19051
Oaxaca,55 Años,55,Mujeres,21972
Oaxaca,56 Años,56,Hombres,17686
Oaxaca,56 Años,56,Mujeres,19884
Oaxaca,57 Años,57,Hombres,14597
Oaxaca,57 Años,57,Mujeres,17258
Oaxaca,58 Años,58,Hombres,16258
Oaxaca,58 Años,58,Mujeres,19224
Oaxaca,59 Años,59,Hombres,15415
Oaxaca,59 Años,59,Mujeres,18063
Oaxaca,60 Años,60,Hombres,19657
Oaxaca,60 Años,60,Mujeres,22905
Oaxaca,61 Años,61,Hombres,10816
Oaxaca,61 Años,61,Mujeres,12594
Oaxaca,62 Años,62,Hombres,13948
Oaxaca,62 Años,62,Mujeres,16179
Oaxaca,63 Años,63,Hombres,13898
Oaxaca,63 Años,63,Mujeres,16120
Oaxaca,64 Años,64,Hombres,13816
Oaxaca,64 Años,64,Mujeres,15847
Oaxaca,65 Años,65,Hombres,15406
Oaxaca,65 Años,65,Mujeres,17781
Oaxaca,66 Años,66,Hombres,11145
Oaxaca,66 Años,66,Mujeres,12978
Oaxaca,67 Años,67,Hombres,11156
Oaxaca,67 Años,67,Mujeres,12899
Oaxaca,68 Años,68,Hombres,11863
Oaxaca,68 Años,68,Mujeres,13863
Oaxaca,69 Años,69,Hombres,9302
Oaxaca,69 Años,69,Mujeres,10801
Oaxaca,70 Años,70,Hombres,12103
Oaxaca,70 Años,70,Mujeres,14074
Oaxaca,71 Años,71,Hombres,6618
Oaxaca,71 Años,71,Mujeres,7163
Oaxaca,72 Años,72,Hombres,9421
Oaxaca,72 Años,72,Mujeres,10440
Oaxaca,73 Años,73,Hombres,7936
Oaxaca,73 Años,73,Mujeres,9118
Oaxaca,74 Años,74,Hombres,7650
Oaxaca,74 Años,74,Mujeres,9169
Oaxaca,75 Años,75,Hombres,8583
Oaxaca,75 Años,75,Mujeres,10002
Oaxaca,76 Años,76,Hombres,6973
Oaxaca,76 Años,76,Mujeres,7867
Oaxaca,77 Años,77,Hombres,6312
Oaxaca,77 Años,77,Mujeres,6847
Oaxaca,78 Años,78,Hombres,7026
Oaxaca,78 Años,78,Mujeres,7858
Oaxaca,79 Años,79,Hombres,5404
Oaxaca,79 Años,79,Mujeres,6246
Oaxaca,80 Años,80,Hombres,6920
Oaxaca,80 Años,80,Mujeres,8536
Oaxaca,81 Años,81,Hombres,3604
Oaxaca,81 Años,81,Mujeres,3786
Oaxaca,82 Años,82,Hombres,4463
Oaxaca,82 Años,82,Mujeres,5084
Oaxaca,83 Años,83,Hombres,3949
Oaxaca,83 Años,83,Mujeres,4827
Oaxaca,84 Años,84,Hombres,4234
Oaxaca,84 Años,84,Mujeres,5311
Oaxaca,85 Años,85,Hombres,4171
Oaxaca,85 Años,85,Mujeres,5105
Oaxaca,86 Años,86,Hombres,3202
Oaxaca,86 Años,86,Mujeres,3771
Oaxaca,87 Años,87,Hombres,2569
Oaxaca,87 Años,87,Mujeres,3215
Oaxaca,88 Años,88,Hombres,2279
Oaxaca,88 Años,88,Mujeres,2724
Oaxaca,89 Años,89,Hombres,1995
Oaxaca,89 Años,89,Mujeres,2404
Oaxaca,90 Años,90,Hombres,2093
Oaxaca,90 Años,90,Mujeres,2813
Oaxaca,91 Años,91,Hombres,897
Oaxaca,91 Años,91,Mujeres,1046
Oaxaca,92 Años,92,Hombres,994
Oaxaca,92 Años,92,Mujeres,1220
Oaxaca,93 Años,93,Hombres,813
Oaxaca,93 Años,93,Mujeres,1045
Oaxaca,94 Años,94,Hombres,753
Oaxaca,94 Años,94,Mujeres,956
Oaxaca,95 Años,95,Hombres,657
Oaxaca,95 Años,95,Mujeres,856
Oaxaca,96 Años,96,Hombres,504
Oaxaca,96 Años,96,Mujeres,669
Oaxaca,97 Años,97,Hombres,339
Oaxaca,97 Años,97,Mujeres,449
Oaxaca,98 Años,98,Hombres,322
Oaxaca,98 Años,98,Mujeres,464
Oaxaca,99 Años,99,Hombres,258
Oaxaca,99 Años,99,Mujeres,380
Oaxaca,100 años y más,100,Hombres,433
Oaxaca,100 años y más,100,Mujeres,683
Oaxaca,No especificado,NA,Hombres,4668
Oaxaca,No especificado,NA,Mujeres,4720
Puebla,0 Años,0,Hombres,54783
Puebla,0 Años,0,Mujeres,53641
Puebla,1 Año,1,Hombres,56315
Puebla,1 Año,1,Mujeres,55313
Puebla,2 Años,2,Hombres,60029
Puebla,2 Años,2,Mujeres,58944
Puebla,3 Años,3,Hombres,60003
Puebla,3 Años,3,Mujeres,59228
Puebla,4 Años,4,Hombres,61136
Puebla,4 Años,4,Mujeres,59387
Puebla,5 Años,5,Hombres,61596
Puebla,5 Años,5,Mujeres,59612
Puebla,6 Años,6,Hombres,58244
Puebla,6 Años,6,Mujeres,57459
Puebla,7 Años,7,Hombres,60564
Puebla,7 Años,7,Mujeres,59487
Puebla,8 Años,8,Hombres,63397
Puebla,8 Años,8,Mujeres,61717
Puebla,9 Años,9,Hombres,58387
Puebla,9 Años,9,Mujeres,58087
Puebla,10 Años,10,Hombres,64633
Puebla,10 Años,10,Mujeres,61774
Puebla,11 Años,11,Hombres,57913
Puebla,11 Años,11,Mujeres,56762
Puebla,12 Años,12,Hombres,62958
Puebla,12 Años,12,Mujeres,60835
Puebla,13 Años,13,Hombres,59981
Puebla,13 Años,13,Mujeres,58729
Puebla,14 Años,14,Hombres,60368
Puebla,14 Años,14,Mujeres,59422
Puebla,15 Años,15,Hombres,62916
Puebla,15 Años,15,Mujeres,61226
Puebla,16 Años,16,Hombres,59456
Puebla,16 Años,16,Mujeres,58553
Puebla,17 Años,17,Hombres,63764
Puebla,17 Años,17,Mujeres,61716
Puebla,18 Años,18,Hombres,65297
Puebla,18 Años,18,Mujeres,64522
Puebla,19 Años,19,Hombres,54394
Puebla,19 Años,19,Mujeres,55356
Puebla,20 Años,20,Hombres,63481
Puebla,20 Años,20,Mujeres,65132
Puebla,21 Años,21,Hombres,50416
Puebla,21 Años,21,Mujeres,52033
Puebla,22 Años,22,Hombres,57714
Puebla,22 Años,22,Mujeres,59586
Puebla,23 Años,23,Hombres,54059
Puebla,23 Años,23,Mujeres,56617
Puebla,24 Años,24,Hombres,53704
Puebla,24 Años,24,Mujeres,57904
Puebla,25 Años,25,Hombres,56583
Puebla,25 Años,25,Mujeres,61421
Puebla,26 Años,26,Hombres,49576
Puebla,26 Años,26,Mujeres,55444
Puebla,27 Años,27,Hombres,49416
Puebla,27 Años,27,Mujeres,53195
Puebla,28 Años,28,Hombres,51353
Puebla,28 Años,28,Mujeres,56149
Puebla,29 Años,29,Hombres,44971
Puebla,29 Años,29,Mujeres,50181
Puebla,30 Años,30,Hombres,57368
Puebla,30 Años,30,Mujeres,64633
Puebla,31 Años,31,Hombres,35062
Puebla,31 Años,31,Mujeres,40445
Puebla,32 Años,32,Hombres,47342
Puebla,32 Años,32,Mujeres,54373
Puebla,33 Años,33,Hombres,40816
Puebla,33 Años,33,Mujeres,48094
Puebla,34 Años,34,Hombres,40557
Puebla,34 Años,34,Mujeres,47164
Puebla,35 Años,35,Hombres,47027
Puebla,35 Años,35,Mujeres,53852
Puebla,36 Años,36,Hombres,42442
Puebla,36 Años,36,Mujeres,49964
Puebla,37 Años,37,Hombres,37185
Puebla,37 Años,37,Mujeres,43071
Puebla,38 Años,38,Hombres,47193
Puebla,38 Años,38,Mujeres,53643
Puebla,39 Años,39,Hombres,38673
Puebla,39 Años,39,Mujeres,44814
Puebla,40 Años,40,Hombres,52972
Puebla,40 Años,40,Mujeres,60845
Puebla,41 Años,41,Hombres,28930
Puebla,41 Años,41,Mujeres,34301
Puebla,42 Años,42,Hombres,45421
Puebla,42 Años,42,Mujeres,51980
Puebla,43 Años,43,Hombres,36727
Puebla,43 Años,43,Mujeres,42965
Puebla,44 Años,44,Hombres,32500
Puebla,44 Años,44,Mujeres,38448
Puebla,45 Años,45,Hombres,43557
Puebla,45 Años,45,Mujeres,48931
Puebla,46 Años,46,Hombres,33246
Puebla,46 Años,46,Mujeres,38999
Puebla,47 Años,47,Hombres,33815
Puebla,47 Años,47,Mujeres,37929
Puebla,48 Años,48,Hombres,35632
Puebla,48 Años,48,Mujeres,41906
Puebla,49 Años,49,Hombres,31956
Puebla,49 Años,49,Mujeres,36894
Puebla,50 Años,50,Hombres,41515
Puebla,50 Años,50,Mujeres,48480
Puebla,51 Años,51,Hombres,23313
Puebla,51 Años,51,Mujeres,27521
Puebla,52 Años,52,Hombres,32873
Puebla,52 Años,52,Mujeres,38663
Puebla,53 Años,53,Hombres,27595
Puebla,53 Años,53,Mujeres,32873
Puebla,54 Años,54,Hombres,27743
Puebla,54 Años,54,Mujeres,34021
Puebla,55 Años,55,Hombres,28761
Puebla,55 Años,55,Mujeres,33974
Puebla,56 Años,56,Hombres,27147
Puebla,56 Años,56,Mujeres,31249
Puebla,57 Años,57,Hombres,21300
Puebla,57 Años,57,Mujeres,25298
Puebla,58 Años,58,Hombres,24414
Puebla,58 Años,58,Mujeres,28796
Puebla,59 Años,59,Hombres,21983
Puebla,59 Años,59,Mujeres,26158
Puebla,60 Años,60,Hombres,29501
Puebla,60 Años,60,Mujeres,35038
Puebla,61 Años,61,Hombres,15311
Puebla,61 Años,61,Mujeres,18706
Puebla,62 Años,62,Hombres,20890
Puebla,62 Años,62,Mujeres,24979
Puebla,63 Años,63,Hombres,20091
Puebla,63 Años,63,Mujeres,23877
Puebla,64 Años,64,Hombres,18576
Puebla,64 Años,64,Mujeres,22395
Puebla,65 Años,65,Hombres,22147
Puebla,65 Años,65,Mujeres,26458
Puebla,66 Años,66,Hombres,14875
Puebla,66 Años,66,Mujeres,18089
Puebla,67 Años,67,Hombres,15109
Puebla,67 Años,67,Mujeres,17372
Puebla,68 Años,68,Hombres,16642
Puebla,68 Años,68,Mujeres,20352
Puebla,69 Años,69,Hombres,12119
Puebla,69 Años,69,Mujeres,14713
Puebla,70 Años,70,Hombres,15728
Puebla,70 Años,70,Mujeres,19448
Puebla,71 Años,71,Hombres,8598
Puebla,71 Años,71,Mujeres,10205
Puebla,72 Años,72,Hombres,12982
Puebla,72 Años,72,Mujeres,15138
Puebla,73 Años,73,Hombres,10492
Puebla,73 Años,73,Mujeres,12795
Puebla,74 Años,74,Hombres,10204
Puebla,74 Años,74,Mujeres,12784
Puebla,75 Años,75,Hombres,10898
Puebla,75 Años,75,Mujeres,12674
Puebla,76 Años,76,Hombres,8819
Puebla,76 Años,76,Mujeres,10639
Puebla,77 Años,77,Hombres,7025
Puebla,77 Años,77,Mujeres,8415
Puebla,78 Años,78,Hombres,8738
Puebla,78 Años,78,Mujeres,10366
Puebla,79 Años,79,Hombres,6319
Puebla,79 Años,79,Mujeres,7601
Puebla,80 Años,80,Hombres,7639
Puebla,80 Años,80,Mujeres,10107
Puebla,81 Años,81,Hombres,3838
Puebla,81 Años,81,Mujeres,4859
Puebla,82 Años,82,Hombres,5107
Puebla,82 Años,82,Mujeres,6762
Puebla,83 Años,83,Hombres,4782
Puebla,83 Años,83,Mujeres,6229
Puebla,84 Años,84,Hombres,4736
Puebla,84 Años,84,Mujeres,6295
Puebla,85 Años,85,Hombres,4463
Puebla,85 Años,85,Mujeres,5980
Puebla,86 Años,86,Hombres,3403
Puebla,86 Años,86,Mujeres,4815
Puebla,87 Años,87,Hombres,2907
Puebla,87 Años,87,Mujeres,4026
Puebla,88 Años,88,Hombres,2419
Puebla,88 Años,88,Mujeres,3219
Puebla,89 Años,89,Hombres,2148
Puebla,89 Años,89,Mujeres,3111
Puebla,90 Años,90,Hombres,2161
Puebla,90 Años,90,Mujeres,3209
Puebla,91 Años,91,Hombres,908
Puebla,91 Años,91,Mujeres,1377
Puebla,92 Años,92,Hombres,1033
Puebla,92 Años,92,Mujeres,1612
Puebla,93 Años,93,Hombres,983
Puebla,93 Años,93,Mujeres,1387
Puebla,94 Años,94,Hombres,818
Puebla,94 Años,94,Mujeres,1282
Puebla,95 Años,95,Hombres,652
Puebla,95 Años,95,Mujeres,1066
Puebla,96 Años,96,Hombres,511
Puebla,96 Años,96,Mujeres,867
Puebla,97 Años,97,Hombres,342
Puebla,97 Años,97,Mujeres,605
Puebla,98 Años,98,Hombres,334
Puebla,98 Años,98,Mujeres,606
Puebla,99 Años,99,Hombres,238
Puebla,99 Años,99,Mujeres,410
Puebla,100 años y más,100,Hombres,335
Puebla,100 años y más,100,Mujeres,730
Puebla,No especificado,NA,Hombres,2822
Puebla,No especificado,NA,Mujeres,2849
Querétaro,0 Años,0,Hombres,17044
Querétaro,0 Años,0,Mujeres,17075
Querétaro,1 Año,1,Hombres,18055
Querétaro,1 Año,1,Mujeres,17753
Querétaro,2 Años,2,Hombres,19252
Querétaro,2 Años,2,Mujeres,19050
Querétaro,3 Años,3,Hombres,20058
Querétaro,3 Años,3,Mujeres,19582
Querétaro,4 Años,4,Hombres,20114
Querétaro,4 Años,4,Mujeres,19910
Querétaro,5 Años,5,Hombres,20374
Querétaro,5 Años,5,Mujeres,19239
Querétaro,6 Años,6,Hombres,19475
Querétaro,6 Años,6,Mujeres,19166
Querétaro,7 Años,7,Hombres,20237
Querétaro,7 Años,7,Mujeres,19449
Querétaro,8 Años,8,Hombres,20678
Querétaro,8 Años,8,Mujeres,20004
Querétaro,9 Años,9,Hombres,19194
Querétaro,9 Años,9,Mujeres,19153
Querétaro,10 Años,10,Hombres,21564
Querétaro,10 Años,10,Mujeres,20659
Querétaro,11 Años,11,Hombres,19538
Querétaro,11 Años,11,Mujeres,18881
Querétaro,12 Años,12,Hombres,20996
Querétaro,12 Años,12,Mujeres,20116
Querétaro,13 Años,13,Hombres,19470
Querétaro,13 Años,13,Mujeres,19111
Querétaro,14 Años,14,Hombres,19279
Querétaro,14 Años,14,Mujeres,18987
Querétaro,15 Años,15,Hombres,19871
Querétaro,15 Años,15,Mujeres,19575
Querétaro,16 Años,16,Hombres,19007
Querétaro,16 Años,16,Mujeres,18797
Querétaro,17 Años,17,Hombres,20262
Querétaro,17 Años,17,Mujeres,19550
Querétaro,18 Años,18,Hombres,21643
Querétaro,18 Años,18,Mujeres,21079
Querétaro,19 Años,19,Hombres,19058
Querétaro,19 Años,19,Mujeres,19299
Querétaro,20 Años,20,Hombres,22361
Querétaro,20 Años,20,Mujeres,22582
Querétaro,21 Años,21,Hombres,18801
Querétaro,21 Años,21,Mujeres,18586
Querétaro,22 Años,22,Hombres,21503
Querétaro,22 Años,22,Mujeres,21073
Querétaro,23 Años,23,Hombres,20679
Querétaro,23 Años,23,Mujeres,20914
Querétaro,24 Años,24,Hombres,21003
Querétaro,24 Años,24,Mujeres,21537
Querétaro,25 Años,25,Hombres,23061
Querétaro,25 Años,25,Mujeres,23574
Querétaro,26 Años,26,Hombres,20811
Querétaro,26 Años,26,Mujeres,21915
Querétaro,27 Años,27,Hombres,20929
Querétaro,27 Años,27,Mujeres,21235
Querétaro,28 Años,28,Hombres,21946
Querétaro,28 Años,28,Mujeres,21858
Querétaro,29 Años,29,Hombres,18796
Querétaro,29 Años,29,Mujeres,20014
Querétaro,30 Años,30,Hombres,23876
Querétaro,30 Años,30,Mujeres,25287
Querétaro,31 Años,31,Hombres,15861
Querétaro,31 Años,31,Mujeres,16525
Querétaro,32 Años,32,Hombres,20121
Querétaro,32 Años,32,Mujeres,21335
Querétaro,33 Años,33,Hombres,17365
Querétaro,33 Años,33,Mujeres,18860
Querétaro,34 Años,34,Hombres,17070
Querétaro,34 Años,34,Mujeres,18276
Querétaro,35 Años,35,Hombres,19935
Querétaro,35 Años,35,Mujeres,20993
Querétaro,36 Años,36,Hombres,17715
